seqid,phobius_start,phobius_end,phobius_type
TRIREDRAFT_41590-t26_1,0,0,OTHER
TRIREDRAFT_41607-t26_1,0,0,OTHER
TRIREDRAFT_41617-t26_1,0,0,OTHER
TRIREDRAFT_41660-t26_1,0,0,OTHER
TRIREDRAFT_41663-t26_1,0,0,OTHER
TRIREDRAFT_41664-t26_1,0,0,OTHER
TRIREDRAFT_41690-t26_1,0,0,OTHER
TRIREDRAFT_41699-t26_1,0,0,OTHER
TRIREDRAFT_4170-t26_1,0,0,OTHER
TRIREDRAFT_4171-t26_1,0,0,OTHER
TRIREDRAFT_41712-t26_1,0,0,OTHER
TRIREDRAFT_41719-t26_1,0,0,OTHER
TRIREDRAFT_41761-t26_1,0,0,OTHER
TRIREDRAFT_41768-t26_1,0,0,OTHER
TRIREDRAFT_4179-t26_1,0,0,OTHER
TRIREDRAFT_41794-t26_1,0,0,OTHER
TRIREDRAFT_41895-t26_1,0,0,OTHER
TRIREDRAFT_41942-t26_1,0,0,OTHER
TRIREDRAFT_41987-t26_1,0,0,OTHER
TRIREDRAFT_42027-t26_1,0,0,OTHER
TRIREDRAFT_42043-t26_1,0,0,OTHER
TRIREDRAFT_42053-t26_1,0,0,OTHER
TRIREDRAFT_42063-t26_1,0,0,OTHER
TRIREDRAFT_42068.R163,0,0,OTHER
TRIREDRAFT_42181-t26_1,0,0,OTHER
TRIREDRAFT_4221-t26_1,0,0,OTHER
TRIREDRAFT_42249-t26_1,0,0,OTHER
TRIREDRAFT_42264-t26_1,0,0,OTHER
TRIREDRAFT_42267-t26_1,0,0,OTHER
TRIREDRAFT_42301-t26_1,0,0,OTHER
TRIREDRAFT_4231-t26_1,0,0,OTHER
TRIREDRAFT_42329-t26_1,0,0,OTHER
TRIREDRAFT_42346-t26_1,0,0,OTHER
TRIREDRAFT_42355-t26_1,0,0,OTHER
TRIREDRAFT_42377-t26_1,0,0,OTHER
TRIREDRAFT_42418-t26_1,0,0,OTHER
TRIREDRAFT_4244-t26_1,0,0,OTHER
TRIREDRAFT_42449-t26_1,0,0,OTHER
TRIREDRAFT_42455-t26_1,0,0,OTHER
TRIREDRAFT_42462-t26_1,0,0,OTHER
TRIREDRAFT_42513-t26_1,0,0,OTHER
TRIREDRAFT_42571-t26_1,0,0,OTHER
TRIREDRAFT_4265-t26_1,0,0,OTHER
TRIREDRAFT_42792-t26_1,0,0,OTHER
TRIREDRAFT_42825-t26_1,0,0,OTHER
TRIREDRAFT_4284-t26_1,0,0,OTHER
TRIREDRAFT_42848-t26_1,0,0,OTHER
TRIREDRAFT_42858-t26_1,0,0,OTHER
TRIREDRAFT_42866-t26_1,0,0,OTHER
TRIREDRAFT_4290-t26_1,0,0,OTHER
TRIREDRAFT_42915-t26_1,0,0,OTHER
TRIREDRAFT_42919-t26_1,0,0,OTHER
TRIREDRAFT_4294-t26_1,0,0,OTHER
TRIREDRAFT_42953-t26_1,0,0,OTHER
TRIREDRAFT_43071-t26_1,0,0,OTHER
TRIREDRAFT_43076-t26_1,0,0,OTHER
TRIREDRAFT_4308-t26_1,0,0,OTHER
TRIREDRAFT_43083-t26_1,0,0,OTHER
TRIREDRAFT_43101-t26_1,0,0,OTHER
TRIREDRAFT_43115-t26_1,0,0,OTHER
TRIREDRAFT_43129-t26_1,0,0,OTHER
TRIREDRAFT_43161-t26_1,0,0,OTHER
TRIREDRAFT_43176-t26_1,0,0,OTHER
TRIREDRAFT_43195-t26_1,0,0,OTHER
TRIREDRAFT_43225-t26_1,0,0,OTHER
TRIREDRAFT_43242-t26_1,0,0,OTHER
TRIREDRAFT_43268-t26_1,0,0,OTHER
TRIREDRAFT_43269-t26_1,0,0,OTHER
TRIREDRAFT_43286-t26_1,0,0,OTHER
TRIREDRAFT_43312-t26_1,0,0,OTHER
TRIREDRAFT_43347-t26_1,0,0,OTHER
TRIREDRAFT_43371-t26_1,0,0,OTHER
TRIREDRAFT_43397-t26_1,0,0,OTHER
TRIREDRAFT_43398-t26_1,0,0,OTHER
TRIREDRAFT_43401-t26_1,0,0,OTHER
TRIREDRAFT_43430-t26_1,0,0,OTHER
TRIREDRAFT_43472-t26_1,0,0,OTHER
TRIREDRAFT_43599-t26_1,0,0,OTHER
TRIREDRAFT_43615-t26_1,0,0,OTHER
TRIREDRAFT_43618-t26_1,0,0,OTHER
TRIREDRAFT_43649-t26_1,0,0,OTHER
TRIREDRAFT_4366-t26_1,0,0,OTHER
TRIREDRAFT_43662-t26_1,0,0,OTHER
TRIREDRAFT_43664-t26_1,0,0,OTHER
TRIREDRAFT_43680-t26_1,0,0,OTHER
TRIREDRAFT_43701-t26_1,0,0,OTHER
TRIREDRAFT_4373-t26_1,0,0,OTHER
TRIREDRAFT_43770-t26_1,0,0,OTHER
TRIREDRAFT_43814-t26_1,0,0,OTHER
TRIREDRAFT_43817-t26_1,0,0,OTHER
TRIREDRAFT_43831-t26_1,0,0,OTHER
TRIREDRAFT_43877-t26_1,0,0,OTHER
TRIREDRAFT_43884-t26_1,0,0,OTHER
TRIREDRAFT_43893-t26_1,0,0,OTHER
TRIREDRAFT_43906-t26_1,0,0,OTHER
TRIREDRAFT_43919-t26_1,0,0,OTHER
TRIREDRAFT_43961-t26_1,0,0,OTHER
TRIREDRAFT_43974-t26_1,0,0,OTHER
TRIREDRAFT_44035-t26_1,0,0,OTHER
TRIREDRAFT_44038-t26_1,0,0,OTHER
TRIREDRAFT_44041-t26_1,0,0,OTHER
TRIREDRAFT_44088-t26_1,0,0,OTHER
TRIREDRAFT_44097-t26_1,0,0,OTHER
TRIREDRAFT_44178.R69,0,0,OTHER
TRIREDRAFT_4422-t26_1,0,0,OTHER
TRIREDRAFT_44230-t26_1,0,0,OTHER
TRIREDRAFT_44251-t26_1,0,0,OTHER
TRIREDRAFT_4426-t26_1,0,0,OTHER
TRIREDRAFT_44278-t26_1,0,0,OTHER
TRIREDRAFT_4428-t26_1,0,0,OTHER
TRIREDRAFT_44290-t26_1,0,0,OTHER
TRIREDRAFT_4430-t26_1,0,0,OTHER
TRIREDRAFT_44306-t26_1,0,0,OTHER
TRIREDRAFT_44330.R123,0,0,OTHER
TRIREDRAFT_44362-t26_1,0,0,OTHER
TRIREDRAFT_44386-t26_1,0,0,OTHER
TRIREDRAFT_44389-t26_1,0,0,OTHER
TRIREDRAFT_44399-t26_1,0,0,OTHER
TRIREDRAFT_44419-t26_1,0,0,OTHER
TRIREDRAFT_4442-t26_1,0,0,OTHER
TRIREDRAFT_44434-t26_1,0,0,OTHER
TRIREDRAFT_44449-t26_1,0,0,OTHER
TRIREDRAFT_44459-t26_1,0,0,OTHER
TRIREDRAFT_44476-t26_1,0,0,OTHER
TRIREDRAFT_44488-t26_1,0,0,OTHER
TRIREDRAFT_44492-t26_1,0,0,OTHER
TRIREDRAFT_44504-t26_1,0,0,OTHER
TRIREDRAFT_44529-t26_1,0,0,OTHER
TRIREDRAFT_44624-t26_1,0,0,OTHER
TRIREDRAFT_44628-t26_1,0,0,OTHER
TRIREDRAFT_44684.R136,0,0,OTHER
TRIREDRAFT_44704.R144,0,0,OTHER
TRIREDRAFT_44764-t26_1,0,0,OTHER
TRIREDRAFT_44781.R159,0,0,OTHER
TRIREDRAFT_4479-t26_1,0,0,OTHER
TRIREDRAFT_4480-t26_1,0,0,OTHER
TRIREDRAFT_4484-t26_1,0,0,OTHER
TRIREDRAFT_44849-t26_1,0,0,OTHER
TRIREDRAFT_44868-t26_1,0,0,OTHER
TRIREDRAFT_44878-t26_1,0,0,OTHER
TRIREDRAFT_44928-t26_1,0,0,OTHER
TRIREDRAFT_4494-t26_1,0,0,OTHER
TRIREDRAFT_44960-t26_1,0,0,OTHER
TRIREDRAFT_44965-t26_1,0,0,OTHER
TRIREDRAFT_44967-t26_1,0,0,OTHER
TRIREDRAFT_44987-t26_1,0,0,OTHER
TRIREDRAFT_45018-t26_1,0,0,OTHER
TRIREDRAFT_45050-t26_1,0,0,OTHER
TRIREDRAFT_45138-t26_1,0,0,OTHER
TRIREDRAFT_45153-t26_1,0,0,OTHER
TRIREDRAFT_45191.R223,0,0,OTHER
TRIREDRAFT_45250-t26_1,0,0,OTHER
TRIREDRAFT_4526-t26_1,0,0,OTHER
TRIREDRAFT_45317-t26_1,0,0,OTHER
TRIREDRAFT_4536-t26_1,0,0,OTHER
TRIREDRAFT_45369-t26_1,0,0,OTHER
TRIREDRAFT_4537-t26_1,0,0,OTHER
TRIREDRAFT_45456-t26_1,0,0,OTHER
TRIREDRAFT_45476-t26_1,0,0,OTHER
TRIREDRAFT_45503-t26_1,0,0,OTHER
TRIREDRAFT_45523-t26_1,0,0,OTHER
TRIREDRAFT_45571-t26_1,0,0,OTHER
TRIREDRAFT_4558-t26_1,0,0,OTHER
TRIREDRAFT_45595-t26_1,0,0,OTHER
TRIREDRAFT_45598-t26_1,0,0,OTHER
TRIREDRAFT_45604-t26_1,0,0,OTHER
TRIREDRAFT_45652-t26_1,0,0,OTHER
TRIREDRAFT_45675-t26_1,0,0,OTHER
TRIREDRAFT_45688-t26_1,0,0,OTHER
TRIREDRAFT_45689-t26_1,0,0,OTHER
TRIREDRAFT_45727-t26_1,0,0,OTHER
TRIREDRAFT_45736-t26_1,0,0,OTHER
TRIREDRAFT_45748-t26_1,0,0,OTHER
TRIREDRAFT_45775-t26_1,0,0,OTHER
TRIREDRAFT_45841-t26_1,0,0,OTHER
TRIREDRAFT_45852-t26_1,0,0,OTHER
TRIREDRAFT_45866-t26_1,0,0,OTHER
TRIREDRAFT_45868-t26_1,0,0,OTHER
TRIREDRAFT_45912-t26_1,0,0,OTHER
TRIREDRAFT_4592-t26_1,0,0,OTHER
TRIREDRAFT_45971-t26_1,0,0,OTHER
TRIREDRAFT_45980-t26_1,0,0,OTHER
TRIREDRAFT_45998-t26_1,0,0,OTHER
TRIREDRAFT_46002-t26_1,0,0,OTHER
TRIREDRAFT_46035-t26_1,0,0,OTHER
TRIREDRAFT_46057-t26_1,0,0,OTHER
TRIREDRAFT_46128-t26_1,0,0,OTHER
TRIREDRAFT_46203-t26_1,0,0,OTHER
TRIREDRAFT_46209-t26_1,0,0,OTHER
TRIREDRAFT_4622-t26_1,0,0,OTHER
TRIREDRAFT_46238-t26_1,0,0,OTHER
TRIREDRAFT_46240-t26_1,0,0,OTHER
TRIREDRAFT_46242-t26_1,0,0,OTHER
TRIREDRAFT_46244-t26_1,0,0,OTHER
TRIREDRAFT_46247-t26_1,0,0,OTHER
TRIREDRAFT_4626-t26_1,0,0,OTHER
TRIREDRAFT_46266-t26_1,0,0,OTHER
TRIREDRAFT_46285-t26_1,0,0,OTHER
TRIREDRAFT_46301-t26_1,0,0,OTHER
TRIREDRAFT_46320-t26_1,0,0,OTHER
TRIREDRAFT_46382-t26_1,0,0,OTHER
TRIREDRAFT_46421-t26_1,0,0,OTHER
TRIREDRAFT_46443-t26_1,0,0,OTHER
TRIREDRAFT_46446-t26_1,0,0,OTHER
TRIREDRAFT_46463-t26_1,0,0,OTHER
TRIREDRAFT_46469-t26_1,0,0,OTHER
TRIREDRAFT_46490-t26_1,0,0,OTHER
TRIREDRAFT_46493-t26_1,0,0,OTHER
TRIREDRAFT_46545-t26_1,0,0,OTHER
TRIREDRAFT_46582-t26_1,0,0,OTHER
TRIREDRAFT_4659-t26_1,0,0,OTHER
TRIREDRAFT_46597-t26_1,0,0,OTHER
TRIREDRAFT_46607-t26_1,0,0,OTHER
TRIREDRAFT_46613-t26_1,0,0,OTHER
TRIREDRAFT_46619-t26_1,0,0,OTHER
TRIREDRAFT_4663-t26_1,0,0,OTHER
TRIREDRAFT_46639-t26_1,0,0,OTHER
TRIREDRAFT_4668-t26_1,0,0,OTHER
TRIREDRAFT_46687-t26_1,0,0,OTHER
TRIREDRAFT_46702-t26_1,0,0,OTHER
TRIREDRAFT_46764-t26_1,0,0,OTHER
TRIREDRAFT_4677-t26_1,0,0,OTHER
TRIREDRAFT_46794-t26_1,0,0,OTHER
TRIREDRAFT_46816-t26_1,0,0,OTHER
TRIREDRAFT_4682-t26_1,0,0,OTHER
TRIREDRAFT_46862-t26_1,0,0,OTHER
TRIREDRAFT_46882-t26_1,0,0,OTHER
TRIREDRAFT_46902-t26_1,0,0,OTHER
TRIREDRAFT_46936-t26_1,0,0,OTHER
TRIREDRAFT_4694-t26_1,0,0,OTHER
TRIREDRAFT_46958-t26_1,0,0,OTHER
TRIREDRAFT_47020-t26_1,0,0,OTHER
TRIREDRAFT_47049-t26_1,0,0,OTHER
TRIREDRAFT_4705-t26_1,0,0,OTHER
TRIREDRAFT_47055-t26_1,0,0,OTHER
TRIREDRAFT_47066-t26_1,0,0,OTHER
TRIREDRAFT_47069-t26_1,0,0,OTHER
TRIREDRAFT_4707-t26_1,0,0,OTHER
TRIREDRAFT_47077-t26_1,0,0,OTHER
TRIREDRAFT_47127-t26_1,0,0,OTHER
TRIREDRAFT_47134-t26_1,0,0,OTHER
TRIREDRAFT_47136-t26_1,0,0,OTHER
TRIREDRAFT_47153-t26_1,0,0,OTHER
TRIREDRAFT_47167-t26_1,0,0,OTHER
TRIREDRAFT_47175-t26_1,0,0,OTHER
TRIREDRAFT_4721-t26_1,0,0,OTHER
TRIREDRAFT_47221-t26_1,0,0,OTHER
TRIREDRAFT_47268-t26_1,0,0,OTHER
TRIREDRAFT_47286-t26_1,0,0,OTHER
TRIREDRAFT_47315-t26_1,0,0,OTHER
TRIREDRAFT_47317-t26_1,0,0,OTHER
TRIREDRAFT_4737-t26_1,0,0,OTHER
TRIREDRAFT_47420-t26_1,0,0,OTHER
TRIREDRAFT_47424-t26_1,0,0,OTHER
TRIREDRAFT_47432-t26_1,0,0,OTHER
TRIREDRAFT_4744-t26_1,0,0,OTHER
TRIREDRAFT_47479-t26_1,0,0,OTHER
TRIREDRAFT_4748-t26_1,0,0,OTHER
TRIREDRAFT_4751-t26_1,0,0,OTHER
TRIREDRAFT_47510-t26_1,0,0,OTHER
TRIREDRAFT_47600-t26_1,0,0,OTHER
TRIREDRAFT_47603-t26_1,0,0,OTHER
TRIREDRAFT_47611-t26_1,0,0,OTHER
TRIREDRAFT_47621-t26_1,0,0,OTHER
TRIREDRAFT_47635-t26_1,0,0,OTHER
TRIREDRAFT_4767-t26_1,0,0,OTHER
TRIREDRAFT_47670-t26_1,0,0,OTHER
TRIREDRAFT_47710-t26_1,0,0,OTHER
TRIREDRAFT_4774-t26_1,0,0,OTHER
TRIREDRAFT_47752-t26_1,0,0,OTHER
TRIREDRAFT_47766-t26_1,0,0,OTHER
TRIREDRAFT_47795-t26_1,0,0,OTHER
TRIREDRAFT_47806-t26_1,0,0,OTHER
TRIREDRAFT_47829-t26_1,0,0,OTHER
TRIREDRAFT_47838-t26_1,0,0,OTHER
TRIREDRAFT_47897-t26_1,0,0,OTHER
TRIREDRAFT_4791-t26_1,0,0,OTHER
TRIREDRAFT_47926-t26_1,0,0,OTHER
TRIREDRAFT_47930-t26_1,0,0,OTHER
TRIREDRAFT_47971-t26_1,0,0,OTHER
TRIREDRAFT_48001-t26_1,0,0,OTHER
TRIREDRAFT_48055-t26_1,0,0,OTHER
TRIREDRAFT_48058-t26_1,0,0,OTHER
TRIREDRAFT_48080-t26_1,0,0,OTHER
TRIREDRAFT_48146-t26_1,0,0,OTHER
TRIREDRAFT_48170-t26_1,0,0,OTHER
TRIREDRAFT_48178-t26_1,0,0,OTHER
TRIREDRAFT_48211-t26_1,0,0,OTHER
TRIREDRAFT_48225-t26_1,0,0,OTHER
TRIREDRAFT_48266-t26_1,0,0,OTHER
TRIREDRAFT_48280-t26_1,0,0,OTHER
TRIREDRAFT_48281-t26_1,0,0,OTHER
TRIREDRAFT_48301-t26_1,0,0,OTHER
TRIREDRAFT_48351-t26_1,0,0,OTHER
TRIREDRAFT_48366-t26_1,0,0,OTHER
TRIREDRAFT_48386-t26_1,0,0,OTHER
TRIREDRAFT_48398-t26_1,0,0,OTHER
TRIREDRAFT_4843-t26_1,0,0,OTHER
TRIREDRAFT_48438-t26_1,0,0,OTHER
TRIREDRAFT_48444-t26_1,0,0,OTHER
TRIREDRAFT_4847-t26_1,0,0,OTHER
TRIREDRAFT_48478-t26_1,0,0,OTHER
TRIREDRAFT_48482-t26_1,0,0,OTHER
TRIREDRAFT_48486-t26_1,0,0,OTHER
TRIREDRAFT_4851-t26_1,0,0,OTHER
TRIREDRAFT_48541-t26_1,0,0,OTHER
TRIREDRAFT_48599-t26_1,0,0,OTHER
TRIREDRAFT_4860-t26_1,0,0,OTHER
TRIREDRAFT_48603-t26_1,0,0,OTHER
TRIREDRAFT_4862-t26_1,0,0,OTHER
TRIREDRAFT_48653-t26_1,0,0,OTHER
TRIREDRAFT_48686-t26_1,0,0,OTHER
TRIREDRAFT_48707-t26_1,0,0,OTHER
TRIREDRAFT_48747-t26_1,0,0,OTHER
TRIREDRAFT_4875-t26_1,0,0,OTHER
TRIREDRAFT_4876-t26_1,0,0,OTHER
TRIREDRAFT_48773-t26_1,0,0,OTHER
TRIREDRAFT_4878-t26_1,0,0,OTHER
TRIREDRAFT_48788-t26_1,0,0,OTHER
TRIREDRAFT_48792-t26_1,0,0,OTHER
TRIREDRAFT_48819-t26_1,0,0,OTHER
TRIREDRAFT_48835-t26_1,0,0,OTHER
TRIREDRAFT_4885-t26_1,0,0,OTHER
TRIREDRAFT_48852-t26_1,0,0,OTHER
TRIREDRAFT_4886-t26_1,0,0,OTHER
TRIREDRAFT_48865-t26_1,0,0,OTHER
TRIREDRAFT_48883-t26_1,0,0,OTHER
TRIREDRAFT_48910-t26_1,0,0,OTHER
TRIREDRAFT_48924-t26_1,0,0,OTHER
TRIREDRAFT_48951-t26_1,0,0,OTHER
TRIREDRAFT_49038-t26_1,0,0,OTHER
TRIREDRAFT_49048-t26_1,0,0,OTHER
TRIREDRAFT_49059-t26_1,0,0,OTHER
TRIREDRAFT_49112-t26_1,0,0,OTHER
TRIREDRAFT_4913-t26_1,0,0,OTHER
TRIREDRAFT_4915-t26_1,0,0,OTHER
TRIREDRAFT_49197-t26_1,0,0,OTHER
TRIREDRAFT_49205-t26_1,0,0,OTHER
TRIREDRAFT_4921-t26_1,0,0,OTHER
TRIREDRAFT_49213-t26_1,0,0,OTHER
TRIREDRAFT_49232-t26_1,0,0,OTHER
TRIREDRAFT_49295-t26_1,0,0,OTHER
TRIREDRAFT_49304-t26_1,0,0,OTHER
TRIREDRAFT_49308-t26_1,0,0,OTHER
TRIREDRAFT_4933-t26_1,0,0,OTHER
TRIREDRAFT_4936-t26_1,0,0,OTHER
TRIREDRAFT_49366-t26_1,0,0,OTHER
TRIREDRAFT_49372-t26_1,0,0,OTHER
TRIREDRAFT_49373-t26_1,0,0,OTHER
TRIREDRAFT_4939-t26_1,0,0,OTHER
TRIREDRAFT_49399-t26_1,0,0,OTHER
TRIREDRAFT_4941-t26_1,0,0,OTHER
TRIREDRAFT_4945-t26_1,0,0,OTHER
TRIREDRAFT_4947-t26_1,0,0,OTHER
TRIREDRAFT_49489-t26_1,0,0,OTHER
TRIREDRAFT_49517-t26_1,0,0,OTHER
TRIREDRAFT_4952-t26_1,0,0,OTHER
TRIREDRAFT_49522-t26_1,0,0,OTHER
TRIREDRAFT_49589-t26_1,0,0,OTHER
TRIREDRAFT_49594-t26_1,0,0,OTHER
TRIREDRAFT_49649-t26_1,0,0,OTHER
TRIREDRAFT_49696-t26_1,0,0,OTHER
TRIREDRAFT_49746-t26_1,0,0,OTHER
TRIREDRAFT_49753-t26_1,0,0,OTHER
TRIREDRAFT_49770-t26_1,0,0,OTHER
TRIREDRAFT_49795-t26_1,0,0,OTHER
TRIREDRAFT_4981-t26_1,0,0,OTHER
TRIREDRAFT_49818-t26_1,0,0,OTHER
TRIREDRAFT_49832-t26_1,0,0,OTHER
TRIREDRAFT_49838-t26_1,0,0,OTHER
TRIREDRAFT_49854-t26_1,0,0,OTHER
TRIREDRAFT_49873-t26_1,0,0,OTHER
TRIREDRAFT_49888-t26_1,0,0,OTHER
TRIREDRAFT_4989-t26_1,0,0,OTHER
TRIREDRAFT_49898-t26_1,0,0,OTHER
TRIREDRAFT_4990-t26_1,0,0,OTHER
TRIREDRAFT_49909-t26_1,0,0,OTHER
TRIREDRAFT_49918-t26_1,0,0,OTHER
TRIREDRAFT_49923-t26_1,0,0,OTHER
TRIREDRAFT_49928-t26_1,0,0,OTHER
TRIREDRAFT_49946-t26_1,0,0,OTHER
TRIREDRAFT_4996-t26_1,0,0,OTHER
TRIREDRAFT_49970-t26_1,0,0,OTHER
TRIREDRAFT_49979-t26_1,0,0,OTHER
TRIREDRAFT_4999-t26_1,0,0,OTHER
TRIREDRAFT_5000-t26_1,0,0,OTHER
TRIREDRAFT_50039-t26_1,0,0,OTHER
TRIREDRAFT_50068-t26_1,0,0,OTHER
TRIREDRAFT_5007-t26_1,0,0,OTHER
TRIREDRAFT_50071-t26_1,0,0,OTHER
TRIREDRAFT_50077-t26_1,0,0,OTHER
TRIREDRAFT_50104-t26_1,0,0,OTHER
TRIREDRAFT_5013-t26_1,0,0,OTHER
TRIREDRAFT_50131-t26_1,0,0,OTHER
TRIREDRAFT_50159-t26_1,0,0,OTHER
TRIREDRAFT_5016-t26_1,0,0,OTHER
TRIREDRAFT_50212-t26_1,0,0,OTHER
TRIREDRAFT_50215-t26_1,0,0,OTHER
TRIREDRAFT_50249-t26_1,0,0,OTHER
TRIREDRAFT_50268-t26_1,0,0,OTHER
TRIREDRAFT_50316-t26_1,0,0,OTHER
TRIREDRAFT_50335-t26_1,0,0,OTHER
TRIREDRAFT_5041-t26_1,0,0,OTHER
TRIREDRAFT_50429-t26_1,0,0,OTHER
TRIREDRAFT_50449-t26_1,0,0,OTHER
TRIREDRAFT_5048-t26_1,0,0,OTHER
TRIREDRAFT_50491-t26_1,0,0,OTHER
TRIREDRAFT_50531-t26_1,0,0,OTHER
TRIREDRAFT_50536-t26_1,0,0,OTHER
TRIREDRAFT_50539-t26_1,0,0,OTHER
TRIREDRAFT_50542-t26_1,0,0,OTHER
TRIREDRAFT_5058-t26_1,0,0,OTHER
TRIREDRAFT_50583-t26_1,0,0,OTHER
TRIREDRAFT_50607-t26_1,0,0,OTHER
TRIREDRAFT_50618-t26_1,0,0,OTHER
TRIREDRAFT_5063-t26_1,0,0,OTHER
TRIREDRAFT_5064-t26_1,0,0,OTHER
TRIREDRAFT_50707-t26_1,0,0,OTHER
TRIREDRAFT_50712-t26_1,0,0,OTHER
TRIREDRAFT_5072-t26_1,0,0,OTHER
TRIREDRAFT_5084-t26_1,0,0,OTHER
TRIREDRAFT_5088-t26_1,0,0,OTHER
TRIREDRAFT_50882-t26_1,0,0,OTHER
TRIREDRAFT_5091-t26_1,0,0,OTHER
TRIREDRAFT_50913-t26_1,0,0,OTHER
TRIREDRAFT_50947-t26_1,0,0,OTHER
TRIREDRAFT_5095-t26_1,0,0,OTHER
TRIREDRAFT_50996-t26_1,0,0,OTHER
TRIREDRAFT_5107-t26_1,0,0,OTHER
TRIREDRAFT_51103-t26_1,0,0,OTHER
TRIREDRAFT_51110-t26_1,0,0,OTHER
TRIREDRAFT_51130-t26_1,0,0,OTHER
TRIREDRAFT_51171-t26_1,0,0,OTHER
TRIREDRAFT_51197-t26_1,0,0,OTHER
TRIREDRAFT_51212-t26_1,0,0,OTHER
TRIREDRAFT_51217-t26_1,0,0,OTHER
TRIREDRAFT_51228-t26_1,0,0,OTHER
TRIREDRAFT_5127-t26_1,0,0,OTHER
TRIREDRAFT_51287-t26_1,0,0,OTHER
TRIREDRAFT_5135-t26_1,0,0,OTHER
TRIREDRAFT_51375-t26_1,0,0,OTHER
TRIREDRAFT_51378-t26_1,0,0,OTHER
TRIREDRAFT_5140-t26_1,0,0,OTHER
TRIREDRAFT_51407-t26_1,0,0,OTHER
TRIREDRAFT_51420-t26_1,0,0,OTHER
TRIREDRAFT_51426-t26_1,0,0,OTHER
TRIREDRAFT_51430-t26_1,0,0,OTHER
TRIREDRAFT_51443-t26_1,0,0,OTHER
TRIREDRAFT_51455-t26_1,0,0,OTHER
TRIREDRAFT_5148-t26_1,0,0,OTHER
TRIREDRAFT_51483-t26_1,0,0,OTHER
TRIREDRAFT_51492-t26_1,0,0,OTHER
TRIREDRAFT_51499-t26_1,0,0,OTHER
TRIREDRAFT_51528-t26_1,0,0,OTHER
TRIREDRAFT_51558-t26_1,0,0,OTHER
TRIREDRAFT_51562-t26_1,0,0,OTHER
TRIREDRAFT_51603-t26_1,0,0,OTHER
TRIREDRAFT_5164-t26_1,0,0,OTHER
TRIREDRAFT_51654-t26_1,0,0,OTHER
TRIREDRAFT_51686-t26_1,0,0,OTHER
TRIREDRAFT_51697-t26_1,0,0,OTHER
TRIREDRAFT_51707-t26_1,0,0,OTHER
TRIREDRAFT_51722-t26_1,0,0,OTHER
TRIREDRAFT_51734-t26_1,0,0,OTHER
TRIREDRAFT_51806-t26_1,0,0,OTHER
TRIREDRAFT_5182-t26_1,0,0,OTHER
TRIREDRAFT_51846-t26_1,0,0,OTHER
TRIREDRAFT_51868-t26_1,0,0,OTHER
TRIREDRAFT_51893-t26_1,0,0,OTHER
TRIREDRAFT_51907-t26_1,0,0,OTHER
TRIREDRAFT_5196-t26_1,0,0,OTHER
TRIREDRAFT_51967-t26_1,0,0,OTHER
TRIREDRAFT_51998-t26_1,0,0,OTHER
TRIREDRAFT_52012-t26_1,0,0,OTHER
TRIREDRAFT_5202-t26_1,0,0,OTHER
TRIREDRAFT_52021-t26_1,0,0,OTHER
TRIREDRAFT_52050-t26_1,0,0,OTHER
TRIREDRAFT_52055-t26_1,0,0,OTHER
TRIREDRAFT_5206-t26_1,0,0,OTHER
TRIREDRAFT_5209-t26_1,0,0,OTHER
TRIREDRAFT_52126-t26_1,0,0,OTHER
TRIREDRAFT_52130-t26_1,0,0,OTHER
TRIREDRAFT_52144-t26_1,0,0,OTHER
TRIREDRAFT_52156-t26_1,0,0,OTHER
TRIREDRAFT_52172-t26_1,0,0,OTHER
TRIREDRAFT_52185-t26_1,0,0,OTHER
TRIREDRAFT_52208-t26_1,0,0,OTHER
TRIREDRAFT_52222-t26_1,0,0,OTHER
TRIREDRAFT_52248-t26_1,0,0,OTHER
TRIREDRAFT_52267-t26_1,0,0,OTHER
TRIREDRAFT_5227-t26_1,0,0,OTHER
TRIREDRAFT_52334-t26_1,0,0,OTHER
TRIREDRAFT_52337-t26_1,0,0,OTHER
TRIREDRAFT_52349-t26_1,0,0,OTHER
TRIREDRAFT_52368-t26_1,0,0,OTHER
TRIREDRAFT_52375-t26_1,0,0,OTHER
TRIREDRAFT_52432-t26_1,0,0,OTHER
TRIREDRAFT_52438-t26_1,0,0,OTHER
TRIREDRAFT_52446-t26_1,0,0,OTHER
TRIREDRAFT_52451-t26_1,0,0,OTHER
TRIREDRAFT_52456-t26_1,0,0,OTHER
TRIREDRAFT_52463-t26_1,0,0,OTHER
TRIREDRAFT_5247-t26_1,0,0,OTHER
TRIREDRAFT_52476-t26_1,0,0,OTHER
TRIREDRAFT_52489-t26_1,0,0,OTHER
TRIREDRAFT_5249-t26_1,0,0,OTHER
TRIREDRAFT_52499-t26_1,0,0,OTHER
TRIREDRAFT_5250-t26_1,0,0,OTHER
TRIREDRAFT_52505-t26_1,0,0,OTHER
TRIREDRAFT_52520-t26_1,0,0,OTHER
TRIREDRAFT_52521-t26_1,0,0,OTHER
TRIREDRAFT_52532-t26_1,0,0,OTHER
TRIREDRAFT_52537-t26_1,0,0,OTHER
TRIREDRAFT_52539-t26_1,0,0,OTHER
TRIREDRAFT_52550-t26_1,0,0,OTHER
TRIREDRAFT_52553-t26_1,0,0,OTHER
TRIREDRAFT_52587-t26_1,0,0,OTHER
TRIREDRAFT_52665-t26_1,0,0,OTHER
