seqid,phobius_start,phobius_end,phobius_type
tr|A0A1B2J6Z5|A0A1B2J6Z5_PICPA,0,0,OTHER
tr|A0A1B2J6Z6|A0A1B2J6Z6_PICPA,0,0,OTHER
tr|A0A1B2J6Z7|A0A1B2J6Z7_PICPA,0,0,OTHER
tr|A0A1B2J701|A0A1B2J701_PICPA,0,0,OTHER
tr|A0A1B2J702|A0A1B2J702_PICPA,0,0,OTHER
tr|A0A1B2J703|A0A1B2J703_PICPA,0,0,OTHER
tr|A0A1B2J706|A0A1B2J706_PICPA,0,0,OTHER
tr|A0A1B2J707|A0A1B2J707_PICPA,0,0,OTHER
tr|A0A1B2J710|A0A1B2J710_PICPA,0,0,OTHER
tr|A0A1B2J712|A0A1B2J712_PICPA,0,0,OTHER
tr|A0A1B2J714|A0A1B2J714_PICPA,0,0,OTHER
tr|A0A1B2J717|A0A1B2J717_PICPA,0,0,OTHER
tr|A0A1B2J723|A0A1B2J723_PICPA,0,0,OTHER
tr|A0A1B2J725|A0A1B2J725_PICPA,0,0,OTHER
tr|A0A1B2J727|A0A1B2J727_PICPA,0,0,OTHER
tr|A0A1B2J728|A0A1B2J728_PICPA,0,0,OTHER
tr|A0A1B2J729|A0A1B2J729_PICPA,0,0,OTHER
tr|A0A1B2J731|A0A1B2J731_PICPA,0,0,OTHER
tr|A0A1B2J736|A0A1B2J736_PICPA,0,0,OTHER
tr|A0A1B2J738|A0A1B2J738_PICPA,0,0,OTHER
tr|A0A1B2J740|A0A1B2J740_PICPA,0,0,OTHER
tr|A0A1B2J742|A0A1B2J742_PICPA,0,0,OTHER
tr|A0A1B2J743|A0A1B2J743_PICPA,0,0,OTHER
tr|A0A1B2J745|A0A1B2J745_PICPA,0,0,OTHER
tr|A0A1B2J747|A0A1B2J747_PICPA,0,0,OTHER
tr|A0A1B2J749|A0A1B2J749_PICPA,0,0,OTHER
tr|A0A1B2J751|A0A1B2J751_PICPA,0,0,OTHER
tr|A0A1B2J753|A0A1B2J753_PICPA,0,0,OTHER
tr|A0A1B2J759|A0A1B2J759_PICPA,0,0,OTHER
tr|A0A1B2J760|A0A1B2J760_PICPA,0,0,OTHER
tr|A0A1B2J761|A0A1B2J761_PICPA,0,0,OTHER
tr|A0A1B2J762|A0A1B2J762_PICPA,0,0,OTHER
tr|A0A1B2J763|A0A1B2J763_PICPA,0,0,OTHER
tr|A0A1B2J765|A0A1B2J765_PICPA,0,0,OTHER
tr|A0A1B2J766|A0A1B2J766_PICPA,0,0,OTHER
tr|A0A1B2J769|A0A1B2J769_PICPA,0,0,OTHER
tr|A0A1B2J771|A0A1B2J771_PICPA,0,0,OTHER
tr|A0A1B2J773|A0A1B2J773_PICPA,0,0,OTHER
tr|A0A1B2J774|A0A1B2J774_PICPA,0,0,OTHER
tr|A0A1B2J775|A0A1B2J775_PICPA,0,0,OTHER
tr|A0A1B2J783|A0A1B2J783_PICPA,0,0,OTHER
tr|A0A1B2J785|A0A1B2J785_PICPA,0,0,OTHER
tr|A0A1B2J786|A0A1B2J786_PICPA,0,0,OTHER
tr|A0A1B2J790|A0A1B2J790_PICPA,0,0,OTHER
tr|A0A1B2J791|A0A1B2J791_PICPA,0,0,OTHER
tr|A0A1B2J792|A0A1B2J792_PICPA,0,0,OTHER
tr|A0A1B2J796|A0A1B2J796_PICPA,0,0,OTHER
tr|A0A1B2J799|A0A1B2J799_PICPA,0,0,OTHER
tr|A0A1B2J7A0|A0A1B2J7A0_PICPA,0,0,OTHER
tr|A0A1B2J7A1|A0A1B2J7A1_PICPA,0,0,OTHER
tr|A0A1B2J7A2|A0A1B2J7A2_PICPA,0,0,OTHER
tr|A0A1B2J7A4|A0A1B2J7A4_PICPA,0,0,OTHER
tr|A0A1B2J7A5|A0A1B2J7A5_PICPA,0,0,OTHER
tr|A0A1B2J7A7|A0A1B2J7A7_PICPA,0,0,OTHER
tr|A0A1B2J7B3|A0A1B2J7B3_PICPA,0,0,OTHER
tr|A0A1B2J7B5|A0A1B2J7B5_PICPA,0,0,OTHER
tr|A0A1B2J7B6|A0A1B2J7B6_PICPA,0,0,OTHER
tr|A0A1B2J7B8|A0A1B2J7B8_PICPA,0,0,OTHER
tr|A0A1B2J7C0|A0A1B2J7C0_PICPA,0,0,OTHER
tr|A0A1B2J7C1|A0A1B2J7C1_PICPA,0,0,OTHER
tr|A0A1B2J7C6|A0A1B2J7C6_PICPA,0,0,OTHER
tr|A0A1B2J7C7|A0A1B2J7C7_PICPA,0,0,OTHER
tr|A0A1B2J7C8|A0A1B2J7C8_PICPA,0,0,OTHER
tr|A0A1B2J7D1|A0A1B2J7D1_PICPA,0,0,OTHER
tr|A0A1B2J7D3|A0A1B2J7D3_PICPA,0,0,OTHER
tr|A0A1B2J7D8|A0A1B2J7D8_PICPA,0,0,OTHER
tr|A0A1B2J7E0|A0A1B2J7E0_PICPA,0,0,OTHER
tr|A0A1B2J7E3|A0A1B2J7E3_PICPA,0,0,OTHER
tr|A0A1B2J7E4|A0A1B2J7E4_PICPA,0,0,OTHER
tr|A0A1B2J7E8|A0A1B2J7E8_PICPA,0,0,OTHER
tr|A0A1B2J7F4|A0A1B2J7F4_PICPA,0,0,OTHER
tr|A0A1B2J7F7|A0A1B2J7F7_PICPA,0,0,OTHER
tr|A0A1B2J7F8|A0A1B2J7F8_PICPA,0,0,OTHER
tr|A0A1B2J7F9|A0A1B2J7F9_PICPA,0,0,OTHER
tr|A0A1B2J7G0|A0A1B2J7G0_PICPA,0,0,OTHER
tr|A0A1B2J7G1|A0A1B2J7G1_PICPA,0,0,OTHER
tr|A0A1B2J7G2|A0A1B2J7G2_PICPA,0,0,OTHER
tr|A0A1B2J7G4|A0A1B2J7G4_PICPA,0,0,OTHER
tr|A0A1B2J7G5|A0A1B2J7G5_PICPA,0,0,OTHER
tr|A0A1B2J7G6|A0A1B2J7G6_PICPA,0,0,OTHER
tr|A0A1B2J7H2|A0A1B2J7H2_PICPA,0,0,OTHER
tr|A0A1B2J7H3|A0A1B2J7H3_PICPA,0,0,OTHER
tr|A0A1B2J7H4|A0A1B2J7H4_PICPA,0,0,OTHER
tr|A0A1B2J7H8|A0A1B2J7H8_PICPA,0,0,OTHER
tr|A0A1B2J7I1|A0A1B2J7I1_PICPA,0,0,OTHER
tr|A0A1B2J7I2|A0A1B2J7I2_PICPA,0,0,OTHER
tr|A0A1B2J7I4|A0A1B2J7I4_PICPA,0,0,OTHER
tr|A0A1B2J7I5|A0A1B2J7I5_PICPA,0,0,OTHER
tr|A0A1B2J7I6|A0A1B2J7I6_PICPA,0,0,OTHER
tr|A0A1B2J7I9|A0A1B2J7I9_PICPA,0,0,OTHER
tr|A0A1B2J7J0|A0A1B2J7J0_PICPA,0,0,OTHER
tr|A0A1B2J7J1|A0A1B2J7J1_PICPA,0,0,OTHER
tr|A0A1B2J7J3|A0A1B2J7J3_PICPA,0,0,OTHER
tr|A0A1B2J7J5|A0A1B2J7J5_PICPA,0,0,OTHER
tr|A0A1B2J7J7|A0A1B2J7J7_PICPA,0,0,OTHER
tr|A0A1B2J7J9|A0A1B2J7J9_PICPA,0,0,OTHER
tr|A0A1B2J7K0|A0A1B2J7K0_PICPA,0,0,OTHER
tr|A0A1B2J7K2|A0A1B2J7K2_PICPA,0,0,OTHER
tr|A0A1B2J7K3|A0A1B2J7K3_PICPA,0,0,OTHER
tr|A0A1B2J7K4|A0A1B2J7K4_PICPA,0,0,OTHER
tr|A0A1B2J7K5|A0A1B2J7K5_PICPA,0,0,OTHER
tr|A0A1B2J7K6|A0A1B2J7K6_PICPA,0,0,OTHER
tr|A0A1B2J7L1|A0A1B2J7L1_PICPA,0,0,OTHER
tr|A0A1B2J7L3|A0A1B2J7L3_PICPA,0,0,OTHER
tr|A0A1B2J7L4|A0A1B2J7L4_PICPA,0,0,OTHER
tr|A0A1B2J7L6|A0A1B2J7L6_PICPA,0,0,OTHER
tr|A0A1B2J7L7|A0A1B2J7L7_PICPA,0,0,OTHER
tr|A0A1B2J7L9|A0A1B2J7L9_PICPA,0,0,OTHER
tr|A0A1B2J7M0|A0A1B2J7M0_PICPA,0,0,OTHER
tr|A0A1B2J7M3|A0A1B2J7M3_PICPA,0,0,OTHER
tr|A0A1B2J7M4|A0A1B2J7M4_PICPA,0,0,OTHER
tr|A0A1B2J7M5|A0A1B2J7M5_PICPA,0,0,OTHER
tr|A0A1B2J7M7|A0A1B2J7M7_PICPA,0,0,OTHER
tr|A0A1B2J7M8|A0A1B2J7M8_PICPA,0,0,OTHER
tr|A0A1B2J7N3|A0A1B2J7N3_PICPA,0,0,OTHER
tr|A0A1B2J7N4|A0A1B2J7N4_PICPA,0,0,OTHER
tr|A0A1B2J7N7|A0A1B2J7N7_PICPA,0,0,OTHER
tr|A0A1B2J7P0|A0A1B2J7P0_PICPA,0,0,OTHER
tr|A0A1B2J7P2|A0A1B2J7P2_PICPA,0,0,OTHER
tr|A0A1B2J7P3|A0A1B2J7P3_PICPA,0,0,OTHER
tr|A0A1B2J7P4|A0A1B2J7P4_PICPA,0,0,OTHER
tr|A0A1B2J7P5|A0A1B2J7P5_PICPA,0,0,OTHER
tr|A0A1B2J7P8|A0A1B2J7P8_PICPA,0,0,OTHER
tr|A0A1B2J7P9|A0A1B2J7P9_PICPA,0,0,OTHER
tr|A0A1B2J7Q0|A0A1B2J7Q0_PICPA,0,0,OTHER
tr|A0A1B2J7Q4|A0A1B2J7Q4_PICPA,0,0,OTHER
tr|A0A1B2J7Q5|A0A1B2J7Q5_PICPA,0,0,OTHER
tr|A0A1B2J7R0|A0A1B2J7R0_PICPA,0,0,OTHER
tr|A0A1B2J7R1|A0A1B2J7R1_PICPA,0,0,OTHER
tr|A0A1B2J7R2|A0A1B2J7R2_PICPA,0,0,OTHER
tr|A0A1B2J7R3|A0A1B2J7R3_PICPA,0,0,OTHER
tr|A0A1B2J7R5|A0A1B2J7R5_PICPA,0,0,OTHER
tr|A0A1B2J7S1|A0A1B2J7S1_PICPA,0,0,OTHER
tr|A0A1B2J7S4|A0A1B2J7S4_PICPA,0,0,OTHER
tr|A0A1B2J7S5|A0A1B2J7S5_PICPA,0,0,OTHER
tr|A0A1B2J7S6|A0A1B2J7S6_PICPA,0,0,OTHER
tr|A0A1B2J7S8|A0A1B2J7S8_PICPA,0,0,OTHER
tr|A0A1B2J7S9|A0A1B2J7S9_PICPA,0,0,OTHER
tr|A0A1B2J7T0|A0A1B2J7T0_PICPA,0,0,OTHER
tr|A0A1B2J7T1|A0A1B2J7T1_PICPA,0,0,OTHER
tr|A0A1B2J7T2|A0A1B2J7T2_PICPA,0,0,OTHER
tr|A0A1B2J7T4|A0A1B2J7T4_PICPA,0,0,OTHER
tr|A0A1B2J7T5|A0A1B2J7T5_PICPA,0,0,OTHER
tr|A0A1B2J7T9|A0A1B2J7T9_PICPA,0,0,OTHER
tr|A0A1B2J7U2|A0A1B2J7U2_PICPA,0,0,OTHER
tr|A0A1B2J7U4|A0A1B2J7U4_PICPA,0,0,OTHER
tr|A0A1B2J7U6|A0A1B2J7U6_PICPA,0,0,OTHER
tr|A0A1B2J7U8|A0A1B2J7U8_PICPA,0,0,OTHER
tr|A0A1B2J7V0|A0A1B2J7V0_PICPA,0,0,OTHER
tr|A0A1B2J7V2|A0A1B2J7V2_PICPA,0,0,OTHER
tr|A0A1B2J7V3|A0A1B2J7V3_PICPA,0,0,OTHER
tr|A0A1B2J7V6|A0A1B2J7V6_PICPA,0,0,OTHER
tr|A0A1B2J7V7|A0A1B2J7V7_PICPA,0,0,OTHER
tr|A0A1B2J7V8|A0A1B2J7V8_PICPA,0,0,OTHER
tr|A0A1B2J7W2|A0A1B2J7W2_PICPA,0,0,OTHER
tr|A0A1B2J7W4|A0A1B2J7W4_PICPA,0,0,OTHER
tr|A0A1B2J7W7|A0A1B2J7W7_PICPA,0,0,OTHER
tr|A0A1B2J7W9|A0A1B2J7W9_PICPA,0,0,OTHER
tr|A0A1B2J7X3|A0A1B2J7X3_PICPA,0,0,OTHER
tr|A0A1B2J7X4|A0A1B2J7X4_PICPA,0,0,OTHER
tr|A0A1B2J7X6|A0A1B2J7X6_PICPA,0,0,OTHER
tr|A0A1B2J7Y0|A0A1B2J7Y0_PICPA,0,0,OTHER
tr|A0A1B2J7Y1|A0A1B2J7Y1_PICPA,0,0,OTHER
tr|A0A1B2J7Y3|A0A1B2J7Y3_PICPA,0,0,OTHER
tr|A0A1B2J7Y4|A0A1B2J7Y4_PICPA,0,0,OTHER
tr|A0A1B2J7Y5|A0A1B2J7Y5_PICPA,0,0,OTHER
tr|A0A1B2J7Y7|A0A1B2J7Y7_PICPA,0,0,OTHER
tr|A0A1B2J7Z1|A0A1B2J7Z1_PICPA,0,0,OTHER
tr|A0A1B2J7Z2|A0A1B2J7Z2_PICPA,0,0,OTHER
tr|A0A1B2J7Z4|A0A1B2J7Z4_PICPA,0,0,OTHER
tr|A0A1B2J7Z8|A0A1B2J7Z8_PICPA,0,0,OTHER
tr|A0A1B2J7Z9|A0A1B2J7Z9_PICPA,0,0,OTHER
tr|A0A1B2J800|A0A1B2J800_PICPA,0,0,OTHER
tr|A0A1B2J804|A0A1B2J804_PICPA,0,0,OTHER
tr|A0A1B2J808|A0A1B2J808_PICPA,0,0,OTHER
tr|A0A1B2J809|A0A1B2J809_PICPA,0,0,OTHER
tr|A0A1B2J811|A0A1B2J811_PICPA,0,0,OTHER
tr|A0A1B2J813|A0A1B2J813_PICPA,0,0,OTHER
tr|A0A1B2J814|A0A1B2J814_PICPA,0,0,OTHER
tr|A0A1B2J815|A0A1B2J815_PICPA,0,0,OTHER
tr|A0A1B2J816|A0A1B2J816_PICPA,0,0,OTHER
tr|A0A1B2J819|A0A1B2J819_PICPA,0,0,OTHER
tr|A0A1B2J820|A0A1B2J820_PICPA,0,0,OTHER
tr|A0A1B2J822|A0A1B2J822_PICPA,0,0,OTHER
tr|A0A1B2J824|A0A1B2J824_PICPA,0,0,OTHER
tr|A0A1B2J825|A0A1B2J825_PICPA,0,0,OTHER
tr|A0A1B2J826|A0A1B2J826_PICPA,0,0,OTHER
tr|A0A1B2J831|A0A1B2J831_PICPA,0,0,OTHER
tr|A0A1B2J832|A0A1B2J832_PICPA,0,0,OTHER
tr|A0A1B2J833|A0A1B2J833_PICPA,0,0,OTHER
tr|A0A1B2J834|A0A1B2J834_PICPA,0,0,OTHER
tr|A0A1B2J837|A0A1B2J837_PICPA,0,0,OTHER
tr|A0A1B2J840|A0A1B2J840_PICPA,0,0,OTHER
tr|A0A1B2J846|A0A1B2J846_PICPA,0,0,OTHER
tr|A0A1B2J848|A0A1B2J848_PICPA,0,0,OTHER
tr|A0A1B2J851|A0A1B2J851_PICPA,0,0,OTHER
tr|A0A1B2J857|A0A1B2J857_PICPA,0,0,OTHER
tr|A0A1B2J859|A0A1B2J859_PICPA,0,0,OTHER
tr|A0A1B2J860|A0A1B2J860_PICPA,0,0,OTHER
tr|A0A1B2J863|A0A1B2J863_PICPA,0,0,OTHER
tr|A0A1B2J864|A0A1B2J864_PICPA,0,0,OTHER
tr|A0A1B2J865|A0A1B2J865_PICPA,0,0,OTHER
tr|A0A1B2J867|A0A1B2J867_PICPA,0,0,OTHER
tr|A0A1B2J868|A0A1B2J868_PICPA,0,0,OTHER
tr|A0A1B2J870|A0A1B2J870_PICPA,0,0,OTHER
tr|A0A1B2J875|A0A1B2J875_PICPA,0,0,OTHER
tr|A0A1B2J878|A0A1B2J878_PICPA,0,0,OTHER
tr|A0A1B2J879|A0A1B2J879_PICPA,0,0,OTHER
tr|A0A1B2J881|A0A1B2J881_PICPA,0,0,OTHER
tr|A0A1B2J882|A0A1B2J882_PICPA,0,0,OTHER
tr|A0A1B2J884|A0A1B2J884_PICPA,0,0,OTHER
tr|A0A1B2J888|A0A1B2J888_PICPA,0,0,OTHER
tr|A0A1B2J890|A0A1B2J890_PICPA,0,0,OTHER
tr|A0A1B2J891|A0A1B2J891_PICPA,0,0,OTHER
tr|A0A1B2J892|A0A1B2J892_PICPA,0,0,OTHER
tr|A0A1B2J893|A0A1B2J893_PICPA,0,0,OTHER
tr|A0A1B2J894|A0A1B2J894_PICPA,0,0,OTHER
tr|A0A1B2J897|A0A1B2J897_PICPA,0,0,OTHER
tr|A0A1B2J898|A0A1B2J898_PICPA,0,0,OTHER
tr|A0A1B2J899|A0A1B2J899_PICPA,0,0,OTHER
tr|A0A1B2J8A0|A0A1B2J8A0_PICPA,0,0,OTHER
tr|A0A1B2J8A3|A0A1B2J8A3_PICPA,0,0,OTHER
tr|A0A1B2J8A4|A0A1B2J8A4_PICPA,0,0,OTHER
tr|A0A1B2J8A8|A0A1B2J8A8_PICPA,0,0,OTHER
tr|A0A1B2J8A9|A0A1B2J8A9_PICPA,0,0,OTHER
tr|A0A1B2J8B0|A0A1B2J8B0_PICPA,0,0,OTHER
tr|A0A1B2J8B1|A0A1B2J8B1_PICPA,0,0,OTHER
tr|A0A1B2J8B3|A0A1B2J8B3_PICPA,0,0,OTHER
tr|A0A1B2J8B7|A0A1B2J8B7_PICPA,0,0,OTHER
tr|A0A1B2J8B8|A0A1B2J8B8_PICPA,0,0,OTHER
tr|A0A1B2J8C2|A0A1B2J8C2_PICPA,0,0,OTHER
tr|A0A1B2J8C3|A0A1B2J8C3_PICPA,0,0,OTHER
tr|A0A1B2J8C4|A0A1B2J8C4_PICPA,0,0,OTHER
tr|A0A1B2J8C7|A0A1B2J8C7_PICPA,0,0,OTHER
tr|A0A1B2J8C8|A0A1B2J8C8_PICPA,0,0,OTHER
tr|A0A1B2J8C9|A0A1B2J8C9_PICPA,0,0,OTHER
tr|A0A1B2J8D0|A0A1B2J8D0_PICPA,0,0,OTHER
tr|A0A1B2J8D1|A0A1B2J8D1_PICPA,0,0,OTHER
tr|A0A1B2J8D5|A0A1B2J8D5_PICPA,0,0,OTHER
tr|A0A1B2J8D6|A0A1B2J8D6_PICPA,0,0,OTHER
tr|A0A1B2J8D8|A0A1B2J8D8_PICPA,0,0,OTHER
tr|A0A1B2J8E0|A0A1B2J8E0_PICPA,0,0,OTHER
tr|A0A1B2J8E5|A0A1B2J8E5_PICPA,0,0,OTHER
tr|A0A1B2J8E6|A0A1B2J8E6_PICPA,0,0,OTHER
tr|A0A1B2J8F0|A0A1B2J8F0_PICPA,0,0,OTHER
tr|A0A1B2J8F1|A0A1B2J8F1_PICPA,0,0,OTHER
tr|A0A1B2J8F2|A0A1B2J8F2_PICPA,0,0,OTHER
tr|A0A1B2J8F6|A0A1B2J8F6_PICPA,0,0,OTHER
tr|A0A1B2J8F7|A0A1B2J8F7_PICPA,0,0,OTHER
tr|A0A1B2J8G0|A0A1B2J8G0_PICPA,0,0,OTHER
tr|A0A1B2J8G2|A0A1B2J8G2_PICPA,0,0,OTHER
tr|A0A1B2J8G3|A0A1B2J8G3_PICPA,0,0,OTHER
tr|A0A1B2J8G4|A0A1B2J8G4_PICPA,0,0,OTHER
tr|A0A1B2J8G5|A0A1B2J8G5_PICPA,0,0,OTHER
tr|A0A1B2J8G6|A0A1B2J8G6_PICPA,0,0,OTHER
tr|A0A1B2J8G7|A0A1B2J8G7_PICPA,0,0,OTHER
tr|A0A1B2J8G8|A0A1B2J8G8_PICPA,0,0,OTHER
tr|A0A1B2J8G9|A0A1B2J8G9_PICPA,0,0,OTHER
tr|A0A1B2J8H1|A0A1B2J8H1_PICPA,0,0,OTHER
tr|A0A1B2J8H6|A0A1B2J8H6_PICPA,0,0,OTHER
tr|A0A1B2J8H9|A0A1B2J8H9_PICPA,0,0,OTHER
tr|A0A1B2J8I0|A0A1B2J8I0_PICPA,0,0,OTHER
tr|A0A1B2J8I6|A0A1B2J8I6_PICPA,0,0,OTHER
tr|A0A1B2J8I7|A0A1B2J8I7_PICPA,0,0,OTHER
tr|A0A1B2J8J0|A0A1B2J8J0_PICPA,0,0,OTHER
tr|A0A1B2J8J3|A0A1B2J8J3_PICPA,0,0,OTHER
tr|A0A1B2J8J4|A0A1B2J8J4_PICPA,0,0,OTHER
tr|A0A1B2J8J8|A0A1B2J8J8_PICPA,0,0,OTHER
tr|A0A1B2J8K2|A0A1B2J8K2_PICPA,0,0,OTHER
tr|A0A1B2J8K3|A0A1B2J8K3_PICPA,0,0,OTHER
tr|A0A1B2J8K4|A0A1B2J8K4_PICPA,0,0,OTHER
tr|A0A1B2J8L0|A0A1B2J8L0_PICPA,0,0,OTHER
tr|A0A1B2J8L2|A0A1B2J8L2_PICPA,0,0,OTHER
tr|A0A1B2J8L3|A0A1B2J8L3_PICPA,0,0,OTHER
tr|A0A1B2J8L4|A0A1B2J8L4_PICPA,0,0,OTHER
tr|A0A1B2J8L6|A0A1B2J8L6_PICPA,0,0,OTHER
tr|A0A1B2J8M1|A0A1B2J8M1_PICPA,0,0,OTHER
tr|A0A1B2J8M3|A0A1B2J8M3_PICPA,0,0,OTHER
tr|A0A1B2J8M4|A0A1B2J8M4_PICPA,0,0,OTHER
tr|A0A1B2J8M5|A0A1B2J8M5_PICPA,0,0,OTHER
tr|A0A1B2J8M7|A0A1B2J8M7_PICPA,0,0,OTHER
tr|A0A1B2J8M9|A0A1B2J8M9_PICPA,0,0,OTHER
tr|A0A1B2J8N2|A0A1B2J8N2_PICPA,0,0,OTHER
tr|A0A1B2J8N4|A0A1B2J8N4_PICPA,0,0,OTHER
tr|A0A1B2J8N5|A0A1B2J8N5_PICPA,0,0,OTHER
tr|A0A1B2J8N9|A0A1B2J8N9_PICPA,0,0,OTHER
tr|A0A1B2J8P0|A0A1B2J8P0_PICPA,0,0,OTHER
tr|A0A1B2J8P1|A0A1B2J8P1_PICPA,0,0,OTHER
tr|A0A1B2J8P2|A0A1B2J8P2_PICPA,0,0,OTHER
tr|A0A1B2J8P4|A0A1B2J8P4_PICPA,0,0,OTHER
tr|A0A1B2J8P6|A0A1B2J8P6_PICPA,0,0,OTHER
tr|A0A1B2J8P7|A0A1B2J8P7_PICPA,0,0,OTHER
tr|A0A1B2J8P8|A0A1B2J8P8_PICPA,0,0,OTHER
tr|A0A1B2J8Q0|A0A1B2J8Q0_PICPA,0,0,OTHER
tr|A0A1B2J8Q1|A0A1B2J8Q1_PICPA,0,0,OTHER
tr|A0A1B2J8Q4|A0A1B2J8Q4_PICPA,0,0,OTHER
tr|A0A1B2J8Q5|A0A1B2J8Q5_PICPA,0,0,OTHER
tr|A0A1B2J8Q9|A0A1B2J8Q9_PICPA,0,0,OTHER
tr|A0A1B2J8R3|A0A1B2J8R3_PICPA,0,0,OTHER
tr|A0A1B2J8R5|A0A1B2J8R5_PICPA,0,0,OTHER
tr|A0A1B2J8R7|A0A1B2J8R7_PICPA,0,0,OTHER
tr|A0A1B2J8R8|A0A1B2J8R8_PICPA,0,0,OTHER
tr|A0A1B2J8S0|A0A1B2J8S0_PICPA,0,0,OTHER
tr|A0A1B2J8S2|A0A1B2J8S2_PICPA,0,0,OTHER
tr|A0A1B2J8S5|A0A1B2J8S5_PICPA,0,0,OTHER
tr|A0A1B2J8S6|A0A1B2J8S6_PICPA,0,0,OTHER
tr|A0A1B2J8S7|A0A1B2J8S7_PICPA,0,0,OTHER
tr|A0A1B2J8S8|A0A1B2J8S8_PICPA,0,0,OTHER
tr|A0A1B2J8T0|A0A1B2J8T0_PICPA,0,0,OTHER
tr|A0A1B2J8T2|A0A1B2J8T2_PICPA,0,0,OTHER
tr|A0A1B2J8T3|A0A1B2J8T3_PICPA,0,0,OTHER
tr|A0A1B2J8T4|A0A1B2J8T4_PICPA,0,0,OTHER
tr|A0A1B2J8T7|A0A1B2J8T7_PICPA,0,0,OTHER
tr|A0A1B2J8T8|A0A1B2J8T8_PICPA,0,0,OTHER
tr|A0A1B2J8U0|A0A1B2J8U0_PICPA,0,0,OTHER
tr|A0A1B2J8U1|A0A1B2J8U1_PICPA,0,0,OTHER
tr|A0A1B2J8U2|A0A1B2J8U2_PICPA,0,0,OTHER
tr|A0A1B2J8U3|A0A1B2J8U3_PICPA,0,0,OTHER
tr|A0A1B2J8U5|A0A1B2J8U5_PICPA,0,0,OTHER
tr|A0A1B2J8U7|A0A1B2J8U7_PICPA,0,0,OTHER
tr|A0A1B2J8U8|A0A1B2J8U8_PICPA,0,0,OTHER
tr|A0A1B2J8U9|A0A1B2J8U9_PICPA,0,0,OTHER
tr|A0A1B2J8V0|A0A1B2J8V0_PICPA,0,0,OTHER
tr|A0A1B2J8V1|A0A1B2J8V1_PICPA,0,0,OTHER
tr|A0A1B2J8V3|A0A1B2J8V3_PICPA,0,0,OTHER
tr|A0A1B2J8V4|A0A1B2J8V4_PICPA,0,0,OTHER
tr|A0A1B2J8V7|A0A1B2J8V7_PICPA,0,0,OTHER
tr|A0A1B2J8V9|A0A1B2J8V9_PICPA,0,0,OTHER
tr|A0A1B2J8W1|A0A1B2J8W1_PICPA,0,0,OTHER
tr|A0A1B2J8W2|A0A1B2J8W2_PICPA,0,0,OTHER
tr|A0A1B2J8W4|A0A1B2J8W4_PICPA,0,0,OTHER
tr|A0A1B2J8W5|A0A1B2J8W5_PICPA,0,0,OTHER
tr|A0A1B2J8W6|A0A1B2J8W6_PICPA,0,0,OTHER
tr|A0A1B2J8W8|A0A1B2J8W8_PICPA,0,0,OTHER
tr|A0A1B2J8W9|A0A1B2J8W9_PICPA,0,0,OTHER
tr|A0A1B2J8X1|A0A1B2J8X1_PICPA,0,0,OTHER
tr|A0A1B2J8X3|A0A1B2J8X3_PICPA,0,0,OTHER
tr|A0A1B2J8X4|A0A1B2J8X4_PICPA,0,0,OTHER
tr|A0A1B2J8X5|A0A1B2J8X5_PICPA,0,0,OTHER
tr|A0A1B2J8X8|A0A1B2J8X8_PICPA,0,0,OTHER
tr|A0A1B2J8Y2|A0A1B2J8Y2_PICPA,0,0,OTHER
tr|A0A1B2J8Y4|A0A1B2J8Y4_PICPA,0,0,OTHER
tr|A0A1B2J8Y9|A0A1B2J8Y9_PICPA,0,0,OTHER
tr|A0A1B2J8Z1|A0A1B2J8Z1_PICPA,0,0,OTHER
tr|A0A1B2J8Z2|A0A1B2J8Z2_PICPA,0,0,OTHER
tr|A0A1B2J8Z3|A0A1B2J8Z3_PICPA,0,0,OTHER
tr|A0A1B2J8Z5|A0A1B2J8Z5_PICPA,0,0,OTHER
tr|A0A1B2J8Z6|A0A1B2J8Z6_PICPA,0,0,OTHER
tr|A0A1B2J8Z8|A0A1B2J8Z8_PICPA,0,0,OTHER
tr|A0A1B2J900|A0A1B2J900_PICPA,0,0,OTHER
tr|A0A1B2J901|A0A1B2J901_PICPA,0,0,OTHER
tr|A0A1B2J903|A0A1B2J903_PICPA,0,0,OTHER
tr|A0A1B2J905|A0A1B2J905_PICPA,0,0,OTHER
tr|A0A1B2J907|A0A1B2J907_PICPA,0,0,OTHER
tr|A0A1B2J908|A0A1B2J908_PICPA,0,0,OTHER
tr|A0A1B2J909|A0A1B2J909_PICPA,0,0,OTHER
tr|A0A1B2J910|A0A1B2J910_PICPA,0,0,OTHER
tr|A0A1B2J911|A0A1B2J911_PICPA,0,0,OTHER
tr|A0A1B2J913|A0A1B2J913_PICPA,0,0,OTHER
tr|A0A1B2J914|A0A1B2J914_PICPA,0,0,OTHER
tr|A0A1B2J917|A0A1B2J917_PICPA,0,0,OTHER
tr|A0A1B2J918|A0A1B2J918_PICPA,0,0,OTHER
tr|A0A1B2J919|A0A1B2J919_PICPA,0,0,OTHER
tr|A0A1B2J921|A0A1B2J921_PICPA,0,0,OTHER
tr|A0A1B2J922|A0A1B2J922_PICPA,0,0,OTHER
tr|A0A1B2J924|A0A1B2J924_PICPA,0,0,OTHER
tr|A0A1B2J925|A0A1B2J925_PICPA,0,0,OTHER
tr|A0A1B2J928|A0A1B2J928_PICPA,0,0,OTHER
